run_id,run_name,env,noise,is_rt,seed,global_step_history,reward_history
4oleaxr9,RL_ppo_merge-v0_1687123_comparative_1687123_nfeedback_5000,merge-v0,0.0,False,1687123,"[4096, 8192, 12288, 16384, 20480, 24576, 28672, 32768, 36864, 40960, 45056, 49152, 53248, 57344, 61440, 65536, 69632, 73728, 77824, 81920, 86016, 90112, 94208, 98304, 102400]","[6.941573, 7.1381655, 7.331394, 8.321881, 8.243122, 8.888727, 10.751971, 10.484304, 10.841907, 10.415461, 11.276024, 10.891533, 11.926138, 11.2263155, 11.047938, 11.713026, 11.817317, 11.401292, 11.328089, 11.445044, 12.115544, 11.164779, 10.713924, 11.786857, 11.861045]"
7d27z4hd,RL_ppo_merge-v0_912391_comparative_912391_nfeedback_5000,merge-v0,0.0,False,912391,"[4096, 8192, 12288, 16384, 20480, 24576, 28672, 32768, 36864, 40960, 45056, 49152, 53248, 57344, 61440, 65536, 69632, 73728, 77824, 81920, 86016, 90112, 94208, 98304, 102400]","[7.796785, 7.3470187, 7.960191, 8.86035, 8.942246, 9.322128, 10.407924, 10.801995, 10.183345, 10.463709, 11.617396, 11.416281, 11.661179, 11.756963, 11.891817, 11.6724205, 11.1599245, 11.821071, 11.5290985, 11.118794, 11.548023, 11.3358135, 11.691562, 11.137696, 11.448035]"
9gghox6g,RL_ppo_merge-v0_12_comparative_12_noise_0.5_nfeedback_5000_rt1.0,merge-v0,0.5,True,12,"[4096, 8192, 12288, 16384, 20480, 24576, 28672, 32768, 36864, 40960, 45056, 49152, 53248, 57344, 61440, 65536, 69632, 73728, 77824, 81920, 86016, 90112, 94208, 98304, 102400]","[7.20485, 7.780972, 8.896196, 9.347002, 10.276235, 10.7626295, 10.894907, 11.180434, 10.826894, 10.411422, 10.875569, 10.650616, 11.697159, 11.613671, 11.130453, 11.774764, 11.588287, 11.91754, 12.027522, 11.633292, 11.764227, 11.922857, 12.040889, 11.67014, 12.255373]"
n9sl692r,RL_ppo_merge-v0_12_comparative_12_noise_0.1_nfeedback_5000,merge-v0,0.1,False,12,"[4096, 8192, 12288, 16384, 20480, 24576, 28672, 32768, 36864, 40960, 45056, 49152, 53248, 57344, 61440, 65536, 69632, 73728, 77824, 81920, 86016, 90112, 94208, 98304, 102400]","[7.20485, 6.9493556, 8.334169, 8.779356, 10.037578, 10.25753, 10.856125, 10.439643, 11.226798, 10.0715065, 11.151967, 10.6873045, 10.61067, 11.026691, 11.05499, 10.931235, 11.381126, 10.786824, 11.359376, 10.959574, 10.421966, 11.299353, 11.72924, 11.198597, 11.502458]"
nwhwts9h,RL_ppo_merge-v0_912391_comparative_912391_nfeedback_5000_rt1.0,merge-v0,0.0,True,912391,"[4096, 8192, 12288, 16384, 20480, 24576, 28672, 32768, 36864, 40960, 45056, 49152, 53248, 57344, 61440, 65536, 69632, 73728, 77824, 81920, 86016, 90112, 94208, 98304, 102400]","[7.796785, 7.174588, 8.751014, 8.654054, 9.49914, 9.832615, 10.053514, 10.745782, 10.518646, 10.892624, 11.119285, 11.486365, 11.024257, 11.311995, 11.255492, 11.860695, 11.218456, 11.245504, 11.986997, 11.379586, 11.820417, 11.7080765, 11.197928, 12.072594, 11.835701]"
xbrrtxt4,RL_ppo_merge-v0_912391_comparative_912391_noise_0.1_nfeedback_5000,merge-v0,0.1,False,912391,"[4096, 8192, 12288, 16384, 20480, 24576, 28672, 32768, 36864, 40960, 45056, 49152, 53248, 57344, 61440, 65536, 69632, 73728, 77824, 81920, 86016, 90112, 94208, 98304, 102400]","[7.796785, 7.1655183, 8.78848, 8.752441, 9.397211, 9.687462, 10.378464, 11.218897, 10.455755, 10.699198, 10.333919, 10.031542, 10.560108, 11.357632, 11.126704, 9.756113, 9.749059, 11.297196, 10.88642, 11.318602, 11.795751, 10.853138, 11.391519, 11.122732, 11.220024]"
4r26td5i,RL_ppo_merge-v0_1687123_comparative_1687123_noise_0.25_nfeedback_5000,merge-v0,0.25,False,1687123,"[4096, 8192, 12288, 16384, 20480, 24576, 28672, 32768, 36864, 40960, 45056, 49152, 53248, 57344, 61440, 65536, 69632, 73728, 77824, 81920, 86016, 90112, 94208, 98304, 102400]","[6.941573, 7.0417275, 6.871093, 7.8179345, 8.143426, 9.136378, 10.590247, 10.511785, 10.729954, 10.4721575, 10.8340435, 10.95967, 10.268485, 10.559878, 11.902289, 11.129002, 11.593823, 11.699373, 11.8139305, 11.560577, 10.4163265, 10.768516, 11.974257, 12.279955, 11.6305275]"
7ym989qk,RL_ppo_merge-v0_12_comparative_12_nfeedback_5000,merge-v0,0.0,False,12,"[4096, 8192, 12288, 16384, 20480, 24576, 28672, 32768, 36864, 40960, 45056, 49152, 53248, 57344, 61440, 65536, 69632, 73728, 77824, 81920, 86016, 90112, 94208, 98304, 102400]","[7.20485, 6.574867, 7.885962, 8.320001, 9.619744, 10.179318, 10.396264, 10.34107, 10.724114, 10.465353, 10.915543, 11.100479, 10.548412, 11.037183, 10.938657, 11.000425, 11.364017, 10.663132, 11.786161, 11.426009, 11.612979, 11.5123825, 11.047946, 11.413954, 12.162956]"
9m5ud053,RL_ppo_merge-v0_12_comparative_12_nfeedback_5000_rt1.0,merge-v0,0.0,True,12,"[4096, 8192, 12288, 16384, 20480, 24576, 28672, 32768, 36864, 40960, 45056, 49152, 53248, 57344, 61440, 65536, 69632, 73728, 77824, 81920, 86016, 90112, 94208, 98304, 102400]","[7.20485, 7.842902, 8.770782, 9.608101, 10.713037, 10.989583, 10.909871, 11.150489, 11.630001, 10.477789, 10.990112, 10.857317, 11.169841, 10.954809, 11.131205, 11.435298, 11.7415495, 11.975371, 11.888001, 12.145219, 12.172933, 11.517902, 12.189147, 12.358349, 12.235252]"
ah476wj4,RL_ppo_merge-v0_1687123_comparative_1687123_noise_0.5_nfeedback_5000_rt1.0,merge-v0,0.5,True,1687123,"[4096, 8192, 12288, 16384, 20480, 24576, 28672, 32768, 36864, 40960, 45056, 49152, 53248, 57344, 61440, 65536, 69632, 73728, 77824, 81920, 86016, 90112, 94208, 98304, 102400]","[6.941573, 6.8403463, 8.279851, 8.652526, 9.5545225, 9.413641, 10.815563, 11.259949, 10.623356, 10.427476, 10.640391, 10.640757, 11.005538, 12.077876, 11.279191, 11.552736, 12.173398, 12.053275, 12.000743, 12.113896, 12.319856, 11.686529, 12.399617, 12.228689, 12.656642]"
